133,cebu,115140110295 ,cbu,,yes,0,cebu,,NULL,NULL,1,動詞,動詞,射；擲射；擲擊,to shoot,Tai hari wa! Cebu quri hiya.,小心一點！(請你)往那邊射擊。,Be careful! Please shoot in the other direction.,,,,qada,,,NULL,,0,NULL,0,0,0,NULL,dakispawan,1,8/17/2009,no,10射0；18擲10射0；18,十劃/射,狩獵,2
130,bale,110100190140 ,balay,balay,yes,0,bale,,NULL,NULL,1,其它,其它,真的；真正的；真實的,real,Bale ba so kiya?,真的是那樣嗎？,Is that real?,Bale su!,我揍你喔！(警告受話者),I really will hit you! (Warning the listener),mberiq,平日裡 bale 常簡略為ba，如 bale ba，就是bale bale 真實的、是事實。若要再強調該語氣，又可說 bale naq ba bale 那真的是事實。,,NULL,ba,0,NULL,0,0,0,NULL,dakispawan,1,8/17/2009,no,10真08的0；10真05正0,十劃/真,,178
131,baki,110100185170 ,baki,baki,yes,0,baki,,NULL,NULL,1,名詞,名詞,祖父；岳父；男性長者,grandfather ; elderly male,"Baki Dakis, maha su inu?",Dakis 老人家，你要去哪裡？,"Grandpa Dakis, where are you going?",,,,pai; pais,,,NULL,,0,NULL,0,0,0,NULL,dakispawan,1,8/17/2009,no,10祖04父0；08岳04父0,十劃/祖,親屬稱謂,19
132,cakus,115100185295260 ,cakus,cakus,yes,0,cakus,,NULL,NULL,1,名詞,名詞,樟樹,camphor tree,Cakus ka ngalun daha eruc sapah rudan ta cbeyo.,樟樹是我們祖先的築屋建材。,Camphor trees were building materials to our ancestors.,geluq cakus,樟樹的油脂,camphor oil,,,"Mukan pkaguh 係指採樟的漢人，Mukan 是漢人， pkaguh 指「刮碎」的動作。日治時期，由樟樹所提煉出的樟腦油是多用途的貴重物品，因此日人將採樟的技術引進台灣後，顧用漢人上山煉樟，而提煉樟腦油時要將樟樹皮與樟樹的木質部分別刮碎再蒸餾煉油，「刮碎」的操作本族人稱kmaguh，因當時的漢人是受顧「刮碎」樟樹，故稱為Mukan pkaguh。",NULL,,0,NULL,0,0,0,NULL,dakispawan,1,8/17/2009,yes,15樟16樹,十五劃/樟,植物,11
129,aguh,100155295160 ,iyah,aguh,yes,0,aguh,,NULL,NULL,1,動詞,動詞,(叫人)過來,ask someone to come,Aguh sapah di si tama su.,你爸爸叫妳回家了。,Your father asked you to go home.,,,,eyah,aguh 與 eyah 是同義詞，其詞綴雖各自衍生，卻相輔相成。,,NULL,,0,NULL,0,0,0,NULL,dakispawan,1,8/17/2009,no,05叫02人0)13過08來,五劃/叫,,8
304,qdiro,240120170245225 ,kdiraw,qjiraw,yes,0,qdiro,,NULL,NULL,1,名詞,名詞,老鷹,eagle,Qmerac rodux ka qdiro.,老鷹會抓雞。,Eagles prey on chickens.,,,,rodux,,,,,0,NULL,0,1,0,NULL,monapawan,1,9/13/2009,no,06老24鷹,六劃/老,動物,1
303,tyaqung,275320100240295000 ,tyaqung,ciyaqun,yes,0,tyaqung,,NULL,NULL,1,名詞,名詞,烏鴉,crow,Qtaan klaali ka tyaqung bhege saya duri.,現在也經常看到白烏鴉。,White crows are seen a lot these days.,tyaqung bhege,白烏鴉,white crow,pucaq,,,,,0,NULL,0,1,0,NULL,monapawan,1,9/13/2009,no,10烏15鴉,十劃/烏,動物,2
301,wili,310170190170 ,wili,wili,yes,0,wili,,NULL,NULL,1,名詞,名詞,水蛭,leech,Egu wili yqeyaq cbeyo.,以前田裡水蛭很多。,There used to be a lot of leeches in the field.,,,,trmediq,,,,,0,NULL,0,0,0,NULL,monapawan,1,9/13/2009,no,04水12蛭,四劃/水,動物,3
286,rapic,245100235170115 ,rapic,rapic,yes,0,rapic,,NULL,NULL,1,名詞,名詞,飛鼠,flying squirrel,Mkela skiya ka rapic.,飛鼠會飛(滑翔)。,Flying squirrels fly.,,,,brihuc,,,,,0,NULL,0,1,0,NULL,monapawan,1,9/12/2009,no,09飛13鼠,九劃/飛,動物,23
128,angal,100220100190 ,angal,angal,yes,0,angal,,NULL,NULL,1,動詞,動詞,拿取,to take,"Mona, angal tikuh lukus mu.",Mona，請幫我拿衣服/請幫我脫衣服。,"Mona, please get my clothes/take off my clothes for me.",,,,laxi,,,NULL,angan,0,NULL,0,0,0,NULL,dakispawan,1,8/17/2009,no,10拿08取,十劃/拿,,17
6930,mpbale,210235110100190000 ,,,no,0,bale,主事焦點,NULL,NULL,1,,,(將是)真的,really,Mpbale su mesa maha su duri?,你說你也要去，是真的嗎？,You said you would go too. Is that true?,,,,,,,,,0,NULL,0,0,0,NULL,dakispawan,1,5/5/2011,no,11將09是0)10真08的,十一劃/將,,1
305,tonun,275225215295215 ,waru townun,tonun,yes,0,tonun,,NULL,NULL,1,名詞,名詞,白鷺鷥,egret,Ga mkkesa yqeyaq ka tonun ga.,白鷺鷥在田裡走動。,The egrets are walking around in the fields.,,,,quwa,,,,,0,NULL,0,0,0,NULL,monapawan,1,9/13/2009,no,05白24鷺0鷥,五劃/白,動物,1
299,tuya,275295320100 ,tuya,tuya,yes,0,tuya,,NULL,NULL,1,名詞,名詞,鰻魚,eel,Uka tuya yayung saya di.,現在河流沒有鰻魚了。,There are no eels in the river anymore.,,,,swidi,,,,,0,NULL,0,0,0,NULL,monapawan,1,9/13/2009,no,22鰻11魚,二十二劃/鰻,動物,3
293,qbheni,240110160140215000 ,qbhni,qbhni; qduda,yes,0,qbheni,,NULL,NULL,1,名詞,名詞,鳥,bird,Mkela skiya ka qbheni.,鳥會飛。,Birds fly.,,,,rudu; qcurux; arung,,,,,0,NULL,0,0,0,NULL,monapawan,1,9/12/2009,no,11鳥,十一劃/鳥,動物,13
294,rodux,245225120295315 ,rodux,rudux,yes,0,rodux,,NULL,NULL,1,名詞,名詞,雞,chicken,Mekan kui ka rodux.,雞會吃蟲。,Chickens will eat worms.,tama rodux,公雞,rooster,bibi; qdiro,,,,,0,NULL,0,1,0,NULL,monapawan,1,9/12/2009,no,18雞,十八劃/雞,動物,126
295,bibi,110170110170 ,bibi,bibi,yes,0,bibi,,NULL,NULL,1,名詞,名詞,鴨,duck,Ga lmanguy ka bibi ga.,那隻鴨子在游泳。,The duck is swimming.,,,,ququq; rodux,,,,,0,NULL,0,1,0,NULL,monapawan,1,9/12/2009,no,16鴨,十六劃/鴨,動物,11
296,ququq,240295240295240 ,gacyo,ququq,yes,0,ququq,,NULL,NULL,1,名詞,名詞,鵝,goose,Bbaro riyung ka nduyung na ququq.,鵝的脖子很長。,The goose has a long neck.,,,,bibi,,,,,0,NULL,0,1,0,NULL,monapawan,1,9/12/2009,no,18鵝,十八劃/鵝,動物,7
297,puruc,235295245295115 ,puruc,puruc,yes,0,puruc,,NULL,NULL,1,名詞,名詞,野麻雀,sparrow,"Ini pntena puruc lmiqu daka puruc qtaun ta alang, piilo kesun daha ka puruc meniq alang.","山林的野麻雀與我們在部落看得到的麻雀是不同的，在部落的麻雀他們叫著""piilo""。",,,,,pucaq,,,,,0,NULL,0,0,0,NULL,monapawan,1,9/12/2009,no,11野11麻11雀,十一劃/野,動物,8
298,pucaq,235295115100240 ,tyuqun,pucaq,yes,0,pucaq,,NULL,NULL,1,名詞,名詞,烏鶖,black drongo,Mekan kui sneedan hei dapa ka pucaq.,烏鶖吃牛身上的蟲。,Black drongos eat bugs on the cattle.,pucaq doriq,眼屎,gum,tyaqung; puruc,,,,,0,NULL,0,0,0,NULL,monapawan,1,9/12/2009,no,10烏20鶖,十劃/烏,動物,3
290,rqenux,245240140215295000 ,rqnux,rqnux,yes,0,rqenux,,NULL,NULL,1,名詞,名詞,水鹿,sambar,Ngalun daha tnguro na ka rqenux.,人們會取水鹿的角。,People take sambars' antlers.,,,,pada; rqebux; rqebux bgilaq,,,,,0,NULL,0,0,0,NULL,monapawan,1,9/12/2009,no,04水11鹿,四劃/水,動物,11
291,pada,235100120100 ,pada,pada,yes,0,pada,,NULL,NULL,1,名詞,名詞,山羌,muntjac,Ga mekan sudu ka pada.,山羌在吃草。,The muntjac is eating grass.,,,,boyak; rqenux,,,,,0,NULL,0,1,0,NULL,monapawan,1,9/12/2009,no,03山08羌,三劃/山,動物,18
292,arung,100245295220 ,arung,arung,yes,0,arung,,NULL,NULL,1,名詞,名詞,穿山甲,pangolin,Smkuxun riyung mekan qtahi ka arung.,穿山甲是很喜歡吃螞蟻的動物。,Pangolins are animals that eat ants.,,,,qbheni; kuluk,,,,,0,NULL,0,1,0,NULL,monapawan,1,9/12/2009,no,09穿03山05甲,九劃/穿,動物,2
281,dapa,120100235100 ,dapa,dapa,yes,0,dapa,,NULL,NULL,1,名詞,名詞,牛,cattle; cow,Dapa ka dmayo ita tmabun yqeyaq cbeyo.,以前，牛幫我們犁田。,Cows used to plow fields for us.,dapa utux,象,elephant,miric; tnapa,,牛軛通常木製或竹製，弧形以配合牛肩，兩端削刻防止絞繩脫落。供畜牛置於牛肩曳引犁、耙等器具使用。,,,0,NULL,0,1,0,NULL,monapawan,1,9/12/2009,no,04牛,四劃/牛,動物,90
284,babuy,110100110295320 ,babuy,babuy,yes,0,babuy,,NULL,NULL,1,名詞,名詞,豬,pig,"Mtbeno ba babuy tnbugan na Habo ga, maha msiyang ba puqul.",Habo飼養的豬很肥碩，宰殺後吃起來應該潤滑可口。,This pig kept by Habo is very fat; it should be delicious if being killed for a meal.,babuy mkure,消瘦的豬,thin pig,boyak; miric,,,,,0,NULL,0,1,0,NULL,monapawan,1,9/12/2009,no,15豬,十五劃/豬,動物,32
134,damac,120100210100115 ,damac,damac,yes,0,damac,,NULL,NULL,1,多重詞性,名詞,菜餚,dishes,Maanu damac namu di?,你們要(配)什麼菜了呢？,What side dishes do you want?,,,,sama,"該句可能出現的情況：(1)當外出工作/上班要攜帶便當時。(2)當有親朋好友偶然經過我們家裡，而我們家裡已用過餐之情況下。",,NULL,,0,NULL,0,0,0,NULL,dakispawan,1,8/17/2009,no,12菜16餚,十二劃/菜,日常生活(含用品),10
135,Dakis,120100185170260 ,Dakis,Dakis,yes,0,Dakis,,NULL,NULL,1,名詞,名詞,名字(男性),a male name,"Dakis ku, Dakis ku Pawan.",我是 Dakis，我是 Dakis Pawan。,"I am Dakis, Dakis Pawan",skDakis Pawan,指已身故的Dakis Pawan,deceased Dakis Pawan,,,"本族人的名字，係採「子父或子母連名」之形式，沒有姓氏。例如：Dakis Pawan全名中，Dakis 是名字，Pawan 則是父親的名字。平日裡，族人會以 Dakis相稱，必要時才會直呼全名 Dakis Pawan。",NULL,,0,NULL,0,0,0,NULL,dakispawan,1,8/18/2009,no,06名06字0(07男08性0),六劃/名,,0
136,eluw,140190295310 ,elu,elug,yes,0,eluw,,NULL,NULL,1,名詞,名詞,路；道路,road,Eluw mmaha alang ka nii.,這是回部落的路.,This is the road that leads back to the village.,eluw mqetun,捷徑,shortcut,hako,,,NULL,elu,0,NULL,0,0,0,NULL,dakispawan,1,8/18/2009,no,13路0；13道13路,十三劃/路,,86
137,egu,140155295 ,egu,egu,yes,0,egu,,NULL,NULL,1,動詞,動詞,多(物)；多(人),a lot of,Egu riyung seediq ga qmita.,很多人在看。,There are a lot of people watching.,egu ba,大量,bulk,hbaro; tikuh,,,NULL,,0,NULL,0,0,0,NULL,dakispawan,1,8/18/2009,no,06多0(08物0)0；06多0,六劃/多,計量,149
138,gaga,155100155100 ,wawa,gaga,yes,0,gaga,,NULL,NULL,1,多重詞性,其它,在某處,be at somewhere,Gaga inu sapah na Iwan?,Iwan的家在哪裡？,Where is Iwan's house?,,,,nii,在本族的日常對話裡，gaga常僅說成ga，但語意完全不變，於此稱之為「簡說語」或「縮簡語」。,,NULL,ga; waga,0,NULL,0,0,0,NULL,dakispawan,1,8/18/2009,no,06在09某11處,六劃/在,,114
139,gasu,155100260295 ,gasu,,yes,0,gasu,,NULL,NULL,1,名詞,名詞,瓦斯,gas,Uka gasu su di wa.,你的瓦斯用完了喔！,You are out of gas.,,,,puniq,,臺灣於日本殖民時期，本族人首次遭受到外來文化的重大衝擊，因此語言上出現了以日語為主要的「借用語」之現象。,NULL,,0,NULL,0,0,0,NULL,dakispawan,1,8/18/2009,no,05瓦12斯,五劃/瓦,日語借字,2
140,habung,160100110295220 ,habung,habung,yes,0,habung,,NULL,NULL,1,名詞,名詞,墳墓,grave,Ye nii habung na Pawan Dakis?,這是Pawan Dakis的墳墓嗎？,Is this Pawan Dakis's grave?,,,,,,依日治文獻記載，德固達雅人是採室內葬的，但本語群的耆老則表示：「本語群早已不採室內葬，若採室內葬，其族人不會問某人的墳墓在何處。」,NULL,,0,NULL,0,0,0,NULL,dakispawan,1,8/18/2009,no,15墳14墓,十五劃/墳,,1
141,hako,160100185225 ,hakaw,hakaw,yes,0,hako,,NULL,NULL,1,名詞,名詞,橋樑；梯子,bridge; laddar,Hako btakan mneniq hii cbeyo han.,那兒以前搭的是竹便橋。,There used to be a temporary bamboo bridge.,Hako Utux,祖靈橋(彩虹),the bridge of the ancestor's spirit (rainbow),eluelu,,,NULL,,0,NULL,0,0,0,NULL,dakispawan,1,8/18/2009,no,16橋15樑0；11梯03子,十六劃/橋,,16
3858,yhani,320160100215170 ,yhani,yhani,no,0,eyah,受事焦點,NULL,NULL,1,,,為某事而來(祈使),to come for (imperative),Yhani tikuh pure ido laqi han kesa bubu su.,跟妳媽媽說，先來為小孩煮飯。,Tell your mom to come to cook for the kids.,,,,,,,,,0,NULL,0,0,0,NULL,dakispawan,1,11/17/2010,no,09為09某08事06而08來,九劃/為,,1
143,ina,170215100 ,ina,ina,yes,0,ina,,NULL,NULL,1,名詞,名詞,媳婦,daughter-in-law,kenu ina na Takun Walis?,Takun Walis 的媳婦是哪一位？,Which one is Takun Walis's daughter-in-law?,ina Telu,指大陸籍的媳婦,daughter-in-law from Mainland China,ama; ata,,廣意地來說，該族群所說的ina，包括了他/她們兄弟姐妹、堂兄弟姐妹以及表兄弟姐妹的媳婦。,NULL,,0,NULL,0,0,0,NULL,dakispawan,1,8/18/2009,no,13媳11婦,十三劃/媳,親屬稱謂,8
144,keeman,185140140210100000 ,kman,keeman,yes,0,keeman,,NULL,NULL,1,其它,其它,晚上；夜晚,night,"Asi ka keeman mosa cmebu rapic, ini tai diyan ka rapic.",要到晚上才去打飛鼠，白天是看不到飛鼠的。,Only at night shall one go hunting flying squirrels; they won't show up in daytime.,keeman kiya,今晚,tonight,diyan; rabi,,,NULL,,0,NULL,0,0,0,NULL,dakispawan,1,8/18/2009,no,11晚03上0；08夜11晚,十一劃/晚,,52
